,from,to,changes,departure,arrival,duration
3,CPT,LBG,1,07:30,08:19,49
3,RAY,LBG,2,07:40,08:29,49
0,RHM,CST,1,07:02,07:51,49
4,MRW,LBG,1,07:38,08:27,49
3,SKW,BFR,2,07:49,08:38,49
1,EYN,LBG,1,06:41,07:30,49
3,IFD,BFR,2,07:54,08:43,49
4,TTH,CST,2,07:56,08:45,49
2,MRN,LBG,0,07:26,08:15,49
4,PUT,BFR,2,07:59,08:48,49
1,RNM,CST,1,07:03,07:52,49
2,RNM,CST,1,07:15,08:04,49
3,RNM,CST,1,07:36,08:25,49
1,BKL,CST,1,07:36,08:25,49
3,IMW,BFR,2,07:49,08:38,49
0,PNE,LBG,1,07:36,08:25,49
4,WCX,LBG,1,07:44,08:33,49
4,RVB,CST,2,07:58,08:47,49
0,WCY,CST,1,07:46,08:35,49
0,CPT,LBG,1,06:45,07:34,49
2,WCX,LBG,1,07:04,07:53,49
3,FNY,CST,2,07:39,08:28,49
4,REC,BFR,2,07:59,08:48,49
0,BRG,BFR,0,06:16,07:05,49
1,CRY,CST,0,07:49,08:38,49
3,MRW,LBG,1,07:08,07:57,49
3,QRB,CST,1,07:52,08:41,49
0,QRB,CST,2,07:40,08:29,49
4,EPD,LBG,1,07:39,08:28,49
4,SVS,CST,2,07:54,08:43,49
2,EPD,LBG,1,06:39,07:28,49
3,EPD,LBG,1,07:09,07:58,49
4,EPD,LBG,1,07:39,08:28,49
0,WHC,BFR,1,07:47,08:36,49
2,NSG,CST,2,07:48,08:37,49
1,BLM,LBG,1,23:15,00:04,49
3,DFD,BFR,0,07:45,08:34,49
3,MNP,BFR,2,07:52,08:41,49
3,BAL,LBG,2,07:40,08:29,49
4,SJS,LBG,1,07:42,08:31,49
0,KBN,LBG,1,06:58,07:47,49
3,BNS,LBG,2,07:40,08:29,49
1,CMD,LBG,2,07:36,08:25,49
2,WLT,BFR,2,07:47,08:36,49
2,RMD,LBG,2,07:28,08:17,49
1,NEH,BFR,1,07:49,08:38,49
1,ECR,BFR,1,07:57,08:46,49
0,ECR,BFR,1,07:48,08:37,49
2,HAC,BFR,1,07:56,08:45,49
0,KNR,LBG,3,07:15,08:04,49
1,BOP,LBG,1,06:25,07:14,49
1,CTH,LBG,1,07:33,08:22,49
4,MOT,BFR,1,07:50,08:39,49
1,KBN,LBG,1,07:11,08:00,49
3,CTH,LBG,1,07:42,08:31,49
4,DDK,BFR,1,07:55,08:44,49
3,DDK,BFR,1,07:40,08:29,49
4,KTW,LBG,2,07:46,08:35,49
1,DDK,BFR,1,07:07,07:56,49
0,SWM,LBG,0,06:56,07:45,49
2,HCB,CST,1,07:42,08:31,49
4,KBN,LBG,1,07:41,08:30,49
2,KBN,LBG,1,07:28,08:17,49
2,WHD,CST,2,07:48,08:37,49
3,NRB,BFR,1,07:46,08:35,49
2,NRB,BFR,1,07:36,08:25,49
4,NBT,BFR,1,07:50,08:39,49
1,NBT,BFR,1,07:20,08:09,49
2,EPD,LBG,1,06:39,07:28,49
3,EPD,LBG,1,07:09,07:58,49
3,WGR,LBG,2,07:34,08:23,49
3,WOH,CST,1,07:38,08:27,49
4,BNI,LBG,2,07:46,08:35,49
3,WNT,BFR,1,07:55,08:44,49
1,MOT,BFR,1,07:20,08:09,49
3,BNH,BFR,1,07:47,08:36,49
3,GNH,LBG,0,07:38,08:27,49
4,BNH,CST,1,07:56,08:45,49
1,OXT,CST,1,07:20,08:09,49
3,GRV,BFR,1,07:44,08:33,49
1,BRG,LBG,2,07:06,07:55,49
1,GNH,LBG,0,07:08,07:57,49
2,KCK,BFR,1,07:45,08:34,49
2,RHM,CST,1,07:32,08:21,49
3,EWE,BFR,1,07:35,08:24,49
2,GPO,LBG,2,07:40,08:29,49
3,CRI,LBG,1,07:43,08:32,49
1,CRI,LBG,1,07:28,08:17,49
4,REI,LBG,1,07:41,08:30,49
0,CRI,LBG,1,07:13,08:02,49
3,EWE,BFR,1,07:35,08:24,49
1,SIH,BFR,1,07:05,07:54,49
3,SIH,BFR,1,07:35,08:24,49
0,BCV,LBG,2,07:10,07:59,49
1,DNG,CST,0,07:20,08:09,49
0,CFB,BFR,1,07:42,08:31,49
2,KDB,BFR,1,07:51,08:40,49
4,NHD,CST,1,08:01,08:50,49
2,AHD,LBG,0,07:09,07:58,49
0,GPO,CST,2,07:18,08:07,49
2,SUO,CST,1,07:26,08:15,49
4,HDH,LBG,3,07:45,08:34,49
0,EBD,LBG,1,06:55,07:44,49
3,HYS,CST,1,07:51,08:40,49
4,SUO,CST,1,07:56,08:45,49
3,TON,CST,1,07:42,08:31,49
4,AHD,LBG,0,07:39,08:28,49
3,DFD,BFR,0,07:45,08:34,49
0,SJS,LBG,1,07:12,08:01,49
0,SRC,CST,1,07:31,08:20,49
4,BCV,LBG,2,07:40,08:29,49
3,HER,LBG,2,07:18,08:07,49
0,NXG,BFR,2,07:55,08:44,49
3,WCB,BFR,1,08:00,08:49,49
2,BEC,CST,3,07:30,08:19,49
4,BAL,LBG,2,07:44,08:34,50
0,SFA,CST,1,07:38,08:28,50
4,IFD,CST,1,07:54,08:44,50
0,HRY,LBG,2,06:54,07:44,50
0,KDB,BFR,1,07:43,08:33,50
2,ACC,BFR,2,07:46,08:36,50
4,STO,LBG,3,07:39,08:29,50
1,BSY,CST,2,07:23,08:13,50
2,KNR,LBG,2,07:27,08:17,50
3,BNI,LBG,2,07:31,08:21,50
2,HEV,LBG,0,06:03,06:53,50
3,KPA,LBG,2,07:25,08:15,50
3,HDH,LBG,3,07:39,08:29,50
4,BBL,CST,1,07:52,08:42,50
0,IFD,CST,1,07:36,08:26,50
2,IFD,CST,1,07:45,08:35,50
1,STO,LBG,3,07:09,07:59,50
0,EDN,BFR,1,07:26,08:16,50
2,SFA,CST,1,07:47,08:37,50
0,AHD,LBG,0,06:38,07:28,50
4,SOH,BFR,1,08:00,08:50,50
3,TBD,CST,1,07:50,08:40,50
2,NBC,BFR,1,07:46,08:36,50
1,NXG,BFR,2,08:00,08:50,50
3,EAL,BFR,2,07:53,08:43,50
1,CAT,LBG,1,07:00,07:50,50
1,SUR,BFR,1,07:26,08:16,50
3,CAT,LBG,1,07:30,08:20,50
2,TBD,CST,1,07:41,08:31,50
0,FOG,BFR,1,07:40,08:30,50
0,HHE,BFR,0,07:11,08:01,50
2,FOG,BFR,1,07:49,08:39,50
2,HHE,BFR,0,07:31,08:21,50
4,FOG,BFR,1,07:58,08:48,50
3,HHE,BFR,0,07:41,08:31,50
4,HHE,BFR,0,07:51,08:41,50
0,WOH,CST,1,06:35,07:25,50
4,DNG,CST,0,08:00,08:50,50
1,CTF,LBG,1,07:35,08:25,50
0,CTN,BFR,1,07:46,08:36,50
4,HYS,BFR,1,07:51,08:41,50
4,HEN,CST,1,07:53,08:43,50
3,BUG,LBG,0,07:33,08:23,50
2,HYS,BFR,1,07:31,08:21,50
0,GTW,CST,1,07:16,08:06,50
4,BKL,CST,1,08:00,08:50,50
2,HRY,LBG,2,07:24,08:14,50
3,HEN,CST,1,07:38,08:28,50
1,NRB,CST,1,07:31,08:21,50
2,HEN,CST,1,07:23,08:13,50
1,HEN,CST,1,07:08,07:58,50
2,MTL,LBG,2,07:23,08:13,50
4,WBP,BFR,2,07:55,08:45,50
2,SOH,BFR,1,07:43,08:33,50
4,BSP,LBG,3,07:44,08:34,50
0,SOH,BFR,1,07:30,08:20,50
4,NEM,LBG,2,07:45,08:35,50
4,FRT,LBG,0,07:29,08:19,50
1,WOK,LBG,2,07:27,08:17,50
1,NEM,LBG,2,07:31,08:21,50
2,PUT,BFR,2,07:52,08:42,50
1,ELD,LBG,1,07:00,07:50,50
4,BNH,BFR,1,07:56,08:46,50
4,WHL,BFR,2,07:48,08:38,50
3,BSP,LBG,3,07:39,08:29,50
0,CTF,LBG,1,07:25,08:15,50
2,SVS,CST,2,07:47,08:37,50
1,TOM,LBG,1,07:34,08:24,50
2,SRC,CST,1,07:39,08:29,50
1,SKW,BFR,2,07:46,08:36,50
0,MIL,CST,1,07:28,08:18,50
3,SRC,CST,1,07:49,08:39,50
1,HRN,CST,1,07:44,08:34,50
4,ERH,BFR,1,07:56,08:46,50
1,MNP,CST,1,07:25,08:15,50
3,BOP,CST,2,07:53,08:43,50
2,MIL,CST,1,07:43,08:33,50
4,MIL,CST,1,07:58,08:48,50
2,RAY,LBG,2,07:37,08:27,50
4,LVN,LBG,1,07:44,08:34,50
2,HRN,CST,1,07:49,08:39,50
1,MNP,BFR,2,07:43,08:33,50
4,HRN,CST,1,07:54,08:44,50
1,WIH,LBG,1,06:54,07:44,50
0,MHM,CST,2,07:19,08:09,50
2,SUO,BFR,0,07:49,08:39,50
0,WNT,BFR,1,07:40,08:30,50
4,PNE,CST,3,08:00,08:50,50
3,OXT,CST,1,07:50,08:40,50
3,WIH,LBG,1,07:24,08:14,50
1,WNT,CST,2,07:46,08:36,50
0,GDH,BFR,1,06:48,07:38,50
4,TWI,LBG,2,07:41,08:31,50
0,WHY,CST,2,07:06,07:56,50
1,UPM,BFR,1,07:33,08:23,50
1,HOR,BFR,0,07:16,08:06,50
3,HOR,BFR,0,07:46,08:36,50
3,UPM,BFR,1,07:48,08:38,50
1,RDH,CST,1,07:29,08:19,50
4,UPM,BFR,1,07:57,08:47,50
1,GPK,BFR,1,06:18,07:08,50
3,MNP,CST,1,07:43,08:33,50
4,GDH,BFR,1,07:48,08:38,50
1,GRV,LBG,0,07:15,08:05,50
4,REC,CST,1,07:59,08:49,50
3,REC,CST,1,07:48,08:38,50
2,GDH,BFR,1,07:18,08:08,50
2,REC,CST,1,07:44,08:34,50
4,MNP,CST,1,07:52,08:42,50
1,REC,CST,1,07:29,08:19,50
1,TOM,CST,1,07:38,08:28,50
4,TOM,CST,1,07:53,08:43,50
2,MNP,CST,1,07:34,08:24,50
4,SMH,BFR,2,07:58,08:48,50
2,DDK,BFR,1,07:18,08:08,50
1,SKW,LBG,1,07:16,08:06,50
3,CLD,BFR,1,07:52,08:42,50
3,BIK,CST,1,07:48,08:38,50
1,WHC,CST,1,07:39,08:29,50
0,WHY,CST,2,07:06,07:56,50
3,CAT,LBG,1,07:30,08:20,50
4,DFD,BFR,1,07:51,08:41,50
4,SUO,BFR,1,07:56,08:46,50
1,CAT,LBG,1,07:00,07:50,50
0,HLB,BFR,1,07:36,08:26,50
4,DFD,BFR,1,07:51,08:41,50
2,HUR,BFR,1,07:46,08:36,50
2,HGR,BFR,1,08:00,08:50,50
1,HLB,CST,1,06:56,07:46,50
0,HAC,BFR,1,07:52,08:42,50
3,ESD,BFR,1,08:00,08:50,50
1,DFD,CST,1,07:31,08:21,50
1,GIP,CST,2,07:45,08:35,50
3,SUO,BFR,2,07:51,08:41,50
1,DFD,CST,1,07:31,08:21,50
4,HLB,BFR,1,07:55,08:46,51
3,MDS,BFR,1,07:33,08:24,51
3,HUR,BFR,1,07:50,08:41,51
3,KTH,LBG,1,07:34,08:25,51
3,WOK,LBG,2,07:34,08:25,51
1,MDS,BFR,1,07:03,07:54,51
2,HER,LBG,2,06:59,07:50,51
1,KNG,BFR,1,07:18,08:09,51
2,BKJ,CST,2,07:40,08:31,51
3,OCK,LBG,1,07:26,08:17,51
1,OCK,LBG,1,06:56,07:47,51
4,WHL,LBG,2,07:38,08:29,51
4,GPO,LBG,2,07:44,08:35,51
3,GPO,LBG,3,07:43,08:34,51
0,OKL,CST,2,07:31,08:22,51
0,HDH,CST,2,07:16,08:07,51
1,KDB,BFR,1,07:47,08:38,51
4,IFI,BFR,1,07:50,08:41,51
3,MHM,CST,2,07:49,08:40,51
2,GIP,CST,1,07:45,08:36,51
2,WHY,CST,2,07:36,08:27,51
1,IFI,BFR,1,06:50,07:41,51
0,BAB,BFR,1,06:30,07:21,51
4,WOH,CST,2,07:59,08:50,51
2,NUM,LBG,1,06:56,07:47,51
1,HYR,CST,2,07:40,08:31,51
4,KNG,BFR,1,07:48,08:39,51
3,WIM,BFR,2,07:47,08:38,51
1,WIM,BFR,2,07:44,08:35,51
0,WHD,CST,2,07:37,08:28,51
4,MYL,BFR,1,07:55,08:46,51
4,WGR,CST,2,07:49,08:40,51
0,GUN,CST,1,07:06,07:57,51
0,WHL,LBG,2,07:08,07:59,51
1,HGR,BFR,1,07:53,08:44,51
1,WBP,CST,2,07:28,08:19,51
1,WME,BFR,1,07:25,08:16,51
3,WGR,CST,2,07:34,08:25,51
4,LFD,LBG,1,07:43,08:34,51
4,NSG,CST,2,07:54,08:45,51
0,MTL,LBG,2,06:53,07:44,51
3,WME,BFR,1,07:35,08:26,51
4,WME,BFR,1,07:55,08:46,51
2,LER,LBG,2,06:59,07:50,51
1,LFD,LBG,1,06:43,07:34,51
0,NFL,LBG,0,06:54,07:45,51
0,MYL,BFR,1,07:37,08:28,51
2,HDN,BFR,3,07:45,08:36,51
2,MTG,BFR,1,07:55,08:46,51
3,WHD,CST,2,07:52,08:43,51
3,MOT,LBG,2,07:20,08:11,51
2,MOT,LBG,2,07:14,08:05,51
0,MNP,CST,1,07:15,08:06,51
3,NEM,LBG,2,07:40,08:31,51
2,WHY,CST,2,07:36,08:27,51
2,BNI,LBG,2,07:16,08:07,51
2,MYL,BFR,1,07:46,08:37,51
0,GTW,LBG,0,07:29,08:20,51
4,OCK,LBG,1,07:41,08:32,51
1,CTN,BFR,1,07:53,08:44,51
3,WMW,BFR,2,07:32,08:23,51
2,DMS,LBG,0,06:49,07:40,51
3,DMS,LBG,0,07:19,08:10,51
3,WNT,CST,2,07:55,08:46,51
4,SAY,BFR,1,07:58,08:49,51
2,SGR,LBG,0,07:37,08:28,51
2,RVB,CST,3,07:28,08:19,51
1,WMB,BFR,1,07:31,08:22,51
0,WMB,LBG,1,06:48,07:39,51
3,SWM,LBG,1,07:34,08:25,51
2,BKL,CST,2,07:40,08:31,51
2,TUH,BFR,1,07:57,08:48,51
0,EPD,LBG,1,22:39,23:30,51
1,WNT,BFR,1,07:46,08:37,51
0,SRT,CST,2,07:15,08:06,51
0,EPD,LBG,1,22:39,23:30,51
4,SAY,BFR,1,07:58,08:49,51
4,SUC,LBG,1,07:37,08:28,51
4,CDN,CST,1,07:59,08:50,51
2,SUC,LBG,1,07:24,08:15,51
0,CRY,CST,1,07:40,08:31,51
0,CRY,LBG,0,07:25,08:16,51
4,SKW,BFR,2,07:57,08:48,51
0,SPU,LBG,0,07:04,07:55,51
2,UPM,BFR,1,07:41,08:32,51
4,DFD,CST,1,07:51,08:42,51
0,BIK,CST,1,07:18,08:09,51
1,CPT,BFR,1,07:30,08:21,51
4,SJS,CST,1,07:56,08:47,51
4,DFD,CST,1,07:51,08:42,51
2,SJS,CST,1,07:26,08:17,51
3,SJS,BFR,2,07:47,08:38,51
2,SJS,BFR,1,07:42,08:33,51
0,SJS,BFR,2,07:32,08:23,51
4,WMW,BFR,2,07:47,08:38,51
1,SUC,LBG,1,07:07,07:58,51
0,RNM,LBG,1,06:34,07:25,51
1,BSY,LBG,3,07:23,08:14,51
3,EAD,CST,2,07:58,08:49,51
2,TOM,CST,2,07:46,08:37,51
1,WMW,BFR,2,07:17,08:08,51
0,ESD,BFR,1,07:43,08:34,51
1,BMS,CST,1,07:50,08:41,51
0,SNF,LBG,1,07:19,08:10,51
3,SNF,LBG,1,07:39,08:30,51
4,TAD,LBG,0,07:43,08:34,51
3,TOM,CST,1,07:50,08:41,51
2,TAD,LBG,0,07:13,08:04,51
0,TAD,LBG,0,06:43,07:34,51
4,TAD,LBG,0,07:43,08:34,51
2,TAD,LBG,0,07:13,08:04,51
0,FNR,BFR,1,06:14,07:05,51
0,TOM,CST,1,07:35,08:26,51
4,BSY,CST,2,07:46,08:37,51
0,TAD,LBG,0,06:43,07:34,51
4,SRT,CST,2,07:55,08:47,52
2,WNW,CST,1,07:32,08:24,52
2,HLB,BFR,1,07:39,08:31,52
2,EBD,LBG,1,07:12,08:04,52
2,BSY,CST,2,07:30,08:22,52
4,SJS,BFR,2,07:56,08:48,52
2,TON,BFR,1,07:42,08:34,52
0,EGR,LBG,0,06:13,07:05,52
1,SNF,LBG,1,07:24,08:16,52
2,SNF,LBG,1,07:32,08:24,52
2,WNP,LBG,2,07:31,08:23,52
3,DPD,LBG,1,07:08,08:00,52
2,MTL,BFR,2,07:37,08:29,52
0,GPK,LBG,1,06:07,06:59,52
1,MTL,LBG,2,07:08,08:00,52
0,HEN,CST,1,06:51,07:43,52
4,MTL,LBG,2,07:37,08:29,52
0,WWI,BFR,1,07:24,08:16,52
1,LER,LBG,2,06:44,07:36,52
3,LGF,BFR,0,07:45,08:37,52
2,BMS,LBG,1,07:43,08:35,52
4,BMS,CST,1,07:58,08:50,52
0,HLB,CST,1,06:33,07:25,52
4,SPU,LBG,0,07:43,08:35,52
1,BSP,CST,2,07:21,08:13,52
3,SVK,BFR,2,07:51,08:43,52
4,WHD,CST,2,07:56,08:48,52
3,TWI,LBG,2,07:33,08:25,52
1,WHD,CST,2,07:41,08:33,52
1,SMH,LBG,2,07:22,08:14,52
0,UPM,BFR,1,07:19,08:11,52
2,OKL,CST,2,07:45,08:37,52
1,KTW,LBG,2,07:33,08:25,52
1,SMY,LBG,3,07:11,08:03,52
1,SUR,LBG,2,07:11,08:03,52
3,PAL,CST,2,07:51,08:43,52
3,REC,LBG,1,07:29,08:21,52
2,WST,BFR,2,07:36,08:28,52
3,MTC,CST,1,07:54,08:46,52
4,MTC,CST,2,07:58,08:50,52
0,MTC,LBG,1,06:58,07:50,52
2,MTC,LBG,1,07:28,08:20,52
3,WAL,LBG,2,07:15,08:07,52
1,NUM,LBG,1,06:24,07:16,52
1,RMD,BFR,2,07:46,08:38,52
2,NUM,BFR,2,06:56,07:48,52
4,RMF,LBG,1,07:43,08:35,52
4,NSH,LBG,3,07:39,08:31,52
4,EAD,CST,1,07:58,08:50,52
1,SWM,LBG,0,07:05,07:57,52
3,ERH,BFR,1,07:42,08:34,52
1,NSH,LBG,2,07:21,08:13,52
0,ELD,CST,1,06:54,07:46,52
2,RMF,LBG,1,07:34,08:26,52
3,ELD,LBG,1,07:31,08:23,52
1,WAD,LBG,0,06:45,07:37,52
4,BNS,BFR,2,07:56,08:48,52
3,EPS,LBG,1,07:23,08:15,52
1,EPS,LBG,1,06:53,07:45,52
0,NEM,LBG,2,07:25,08:17,52
2,NEM,LBG,2,07:37,08:29,52
1,WGR,LBG,2,07:19,08:11,52
0,BNI,LBG,2,06:46,07:38,52
1,BNI,LBG,2,07:01,07:53,52
0,RMF,LBG,1,07:25,08:17,52
1,EAD,CST,2,07:54,08:46,52
3,BFD,LBG,2,07:31,08:23,52
0,EAD,CST,1,07:51,08:43,52
4,SLV,BFR,2,07:46,08:38,52
1,SAY,BFR,0,07:37,08:29,52
0,NUM,BFR,2,06:16,07:08,52
4,SNF,LBG,1,07:41,08:33,52
0,KBN,BFR,1,07:28,08:20,52
4,HOH,LBG,1,07:23,08:15,52
2,AAP,CST,1,07:52,08:44,52
1,BAD,LBG,1,23:12,00:04,52
1,SCY,BFR,1,07:45,08:37,52
2,LIH,LBG,1,05:51,06:43,52
4,KBN,BFR,1,07:58,08:50,52
1,WCX,CST,1,06:40,07:32,52
0,SCY,BFR,1,07:15,08:07,52
4,BUG,LBG,1,07:42,08:34,52
4,ESH,LBG,2,07:31,08:23,52
1,SAY,BFR,0,07:37,08:29,52
4,NRB,CST,1,07:57,08:49,52
1,BAD,LBG,1,23:12,00:04,52
4,AAP,CST,1,07:57,08:49,52
4,SGR,BFR,1,07:54,08:46,52
1,EAL,BFR,2,07:46,08:38,52
2,KBN,BFR,1,07:41,08:33,52
3,HRW,LBG,1,07:19,08:11,52
0,TUH,BFR,1,07:32,08:24,52
4,SKW,CST,1,07:57,08:49,52
2,IMW,LBG,3,07:13,08:05,52
4,IMW,CST,2,07:57,08:49,52
4,BIK,CST,2,07:58,08:50,52
1,WOH,CST,2,06:59,07:51,52
2,TOO,LBG,1,07:13,08:05,52
2,TTH,BFR,1,07:33,08:25,52
0,IMW,CST,2,07:13,08:05,52
3,WVF,LBG,0,07:21,08:13,52
2,IMW,BFR,2,07:37,08:29,52
0,WVF,LBG,0,06:23,07:15,52
4,CHK,LBG,2,07:43,08:35,52
4,RNM,BFR,1,07:52,08:44,52
0,TOO,LBG,1,06:43,07:35,52
1,IFD,BFR,2,07:49,08:41,52
1,ACC,BFR,2,07:34,08:26,52
0,WCX,LBG,1,06:09,07:01,52
1,PFL,LBG,1,06:44,07:36,52
4,WOK,LBG,2,07:41,08:33,52
2,PFL,LBG,1,06:58,07:50,52
2,CSB,BFR,2,07:44,08:36,52
1,CTF,BFR,2,07:44,08:36,52
3,CIT,BFR,1,07:58,08:50,52
3,TTH,BFR,1,07:43,08:35,52
0,CDN,CST,1,06:59,07:51,52
2,CDN,CST,1,07:29,08:21,52
0,TWI,LBG,2,07:11,08:03,52
0,WOK,LBG,2,07:19,08:11,52
0,RNM,BFR,1,06:49,07:41,52
4,KLY,CST,1,07:58,08:50,52
3,PUT,BFR,1,07:52,08:44,52
4,PFL,LBG,1,07:31,08:23,52
3,SKW,CST,1,07:46,08:38,52
4,MRW,BFR,2,07:56,08:48,52
2,SKW,CST,1,07:42,08:34,52
1,TUH,BFR,1,07:47,08:39,52
4,TOO,LBG,1,07:43,08:35,52
3,KNR,LBG,3,07:37,08:29,52
0,SUD,LBG,1,07:01,07:53,52
4,SUR,BFR,1,07:53,08:45,52
4,KNR,LBG,3,07:42,08:34,52
2,KNL,BFR,3,07:44,08:36,52
2,CTN,BFR,1,07:57,08:49,52
3,MRN,LBG,0,07:42,08:34,52
1,SKW,CST,1,07:27,08:19,52
1,CSH,CST,1,07:39,08:31,52
3,WBP,BFR,2,07:46,08:38,52
4,KPA,BFR,2,07:52,08:45,53
2,LEM,BFR,2,07:15,08:08,53
0,KTH,CST,2,07:34,08:27,53
2,NRB,CST,1,07:36,08:29,53
0,NRB,CST,1,07:27,08:20,53
4,BSP,CST,2,07:44,08:37,53
2,NLT,LBG,1,06:35,07:28,53
2,SAT,BFR,2,07:43,08:36,53
1,LEM,BFR,2,07:00,07:53,53
0,AAP,CST,1,07:46,08:39,53
4,OTF,CST,1,07:49,08:42,53
3,NFL,LBG,1,07:32,08:25,53
4,SLV,LBG,2,07:36,08:29,53
1,GUN,CST,1,07:25,08:18,53
0,SLV,LBG,2,07:06,07:59,53
3,BSY,CST,2,07:35,08:28,53
4,NLT,LBG,1,07:33,08:26,53
1,HUR,CST,1,07:16,08:09,53
2,BSP,CST,2,07:29,08:22,53
4,CHE,CST,1,07:52,08:45,53
2,SPB,LBG,2,07:22,08:15,53
3,NRB,CST,1,07:46,08:39,53
0,BGM,LBG,1,07:02,07:55,53
2,BUG,LBG,0,07:22,08:15,53
2,WSU,LBG,1,07:22,08:15,53
3,HRY,CST,3,07:44,08:37,53
2,SBP,BFR,3,07:43,08:36,53
0,NBA,CST,2,07:29,08:22,53
1,BGM,LBG,1,07:22,08:15,53
1,CHE,CST,1,07:22,08:15,53
0,KLY,CST,1,06:58,07:51,53
2,KLY,CST,1,07:28,08:21,53
0,LEM,BFR,2,06:45,07:38,53
3,CHK,LBG,2,07:28,08:21,53
3,BGM,LBG,1,07:32,08:25,53
3,HOH,LBG,1,06:51,07:44,53
2,BNS,BFR,2,07:49,08:42,53
3,LEM,BFR,2,07:30,08:23,53
2,BBL,BFR,2,07:23,08:16,53
1,SID,BFR,1,07:45,08:38,53
1,CLK,BFR,1,07:43,08:36,53
1,WCX,BFR,1,06:40,07:33,53
3,IMW,CST,2,07:49,08:42,53
1,KMS,BFR,0,07:16,08:09,53
0,WLT,CST,3,07:07,08:00,53
0,PFL,CST,1,06:44,07:37,53
2,LHD,LBG,0,07:05,07:58,53
1,AML,BFR,2,07:03,07:56,53
3,RMF,LBG,1,07:38,08:31,53
2,GTW,BFR,0,07:43,08:36,53
3,AML,BFR,2,07:33,08:26,53
4,SWM,LBG,0,07:34,08:27,53
2,HOH,LBG,1,06:34,07:27,53
3,KLY,BFR,3,07:48,08:41,53
1,LSY,BFR,1,07:38,08:31,53
0,FRT,LBG,0,06:02,06:55,53
2,EAD,CST,1,07:54,08:47,53
1,RMF,LBG,1,07:29,08:22,53
1,BSP,LBG,3,07:21,08:14,53
2,WCP,LBG,2,07:12,08:05,53
1,IFD,CST,1,07:40,08:33,53
3,IFD,CST,1,07:49,08:42,53
1,MRN,LBG,0,07:20,08:13,53
1,HYR,LBG,3,07:12,08:05,53
4,ELD,CST,1,07:54,08:47,53
4,HRW,LBG,1,07:40,08:33,53
4,LHD,LBG,0,07:35,08:28,53
4,HYR,LBG,3,07:42,08:35,53
0,CDS,LBG,1,07:09,08:02,53
3,SBU,BFR,2,07:30,08:23,53
3,NUM,BFR,2,07:10,08:03,53
0,SVK,CST,1,07:33,08:26,53
2,SVK,CST,1,07:42,08:35,53
4,WHS,BFR,1,07:53,08:46,53
0,LER,CST,2,06:44,07:37,53
3,WHS,BFR,1,07:33,08:26,53
1,WHS,BFR,1,07:23,08:16,53
0,PUT,BFR,1,07:37,08:30,53
4,WHY,CST,3,07:57,08:50,53
3,MIL,CST,1,07:50,08:43,53
4,SVK,CST,1,07:51,08:44,53
4,EDR,BFR,2,07:55,08:48,53
3,FNR,LBG,2,07:22,08:15,53
3,SEV,CST,0,07:57,08:50,53
4,LEM,BFR,2,07:45,08:38,53
2,SJS,LBG,1,07:26,08:19,53
2,BIK,CST,2,07:38,08:31,53
0,BMS,CST,3,07:45,08:38,53
2,WCX,CST,1,07:04,07:57,53
0,MTC,CST,2,07:28,08:21,53
0,WAL,LBG,2,05:55,06:48,53
1,MIL,CST,1,07:35,08:28,53
3,WHS,BFR,1,07:33,08:26,53
2,SPU,LBG,0,07:22,08:15,53
4,BTO,BFR,1,07:13,08:06,53
2,MHM,CST,1,07:43,08:36,53
3,CRW,BFR,1,07:28,08:21,53
4,WHC,CST,1,07:54,08:47,53
4,CWN,LBG,0,07:30,08:23,53
4,WHY,CST,3,07:57,08:50,53
3,CWN,LBG,0,07:00,07:53,53
1,WHS,BFR,1,07:23,08:16,53
4,SMH,LBG,2,07:36,08:29,53
3,FNR,BFR,1,07:36,08:29,53
4,OCK,CST,1,07:56,08:49,53
3,OCK,CST,1,07:41,08:34,53
2,OCK,CST,1,07:26,08:19,53
0,OCK,CST,1,06:56,07:49,53
1,SMH,BFR,2,07:40,08:33,53
3,UHL,BFR,3,07:33,08:26,53
4,WHS,BFR,1,07:53,08:46,53
0,OCK,LBG,1,06:40,07:33,53
0,WST,CST,1,06:51,07:44,53
2,BVD,BFR,1,07:41,08:34,53
2,BMS,CST,2,07:53,08:46,53
4,SOH,CST,1,07:43,08:36,53
2,BTO,LBG,1,21:32,22:25,53
2,SOH,CST,1,07:13,08:06,53
1,SOH,CST,1,07:00,07:53,53
2,RNM,BFR,1,07:15,08:08,53
1,RNM,BFR,1,07:03,07:56,53
4,FGT,LBG,1,07:41,08:34,53
0,SOH,CST,1,06:43,07:36,53
1,SRH,LBG,2,06:47,07:40,53
2,WIM,BFR,1,07:44,08:37,53
1,WWD,BFR,1,07:43,08:36,53
1,TWI,LBG,2,07:18,08:11,53
2,RMD,BFR,1,07:46,08:39,53
1,PUT,CST,2,07:43,08:36,53
1,MOT,LBG,2,07:00,07:53,53
0,SCG,CST,0,07:05,07:58,53
3,PFL,LBG,1,07:09,08:02,53
2,ELW,BFR,1,07:47,08:40,53
1,WFJ,LBG,1,07:07,08:00,53
4,WNT,CST,1,07:55,08:48,53
4,NUM,BFR,2,07:40,08:33,53
3,RNM,BFR,1,07:36,08:29,53
0,TOO,CST,2,07:13,08:06,53
3,SOH,CST,1,07:30,08:23,53
3,WST,CST,1,07:36,08:29,53
3,WNW,CST,1,07:42,08:35,53
